subj,node1,node2,uinvite,rw
S114,rabbit,fish,1,1
S114,turtle,bluebird,1,1
S114,bear,bird,1,1
S114,giraffe,tortoise,0,1
S114,donkey,horse,1,1
S114,rat,guineapig,1,1
S114,yak,snake,1,1
S114,antelope,rhinoceros,1,0
S114,armadillo,seal,1,1
S114,rabbit,dog,1,1
S114,cobra,snake,1,1
S114,robin,zebra,0,1
S114,mouse,guineapig,1,1
S114,giraffe,deer,0,1
S114,penguin,elephant,0,1
S114,snake,hyena,1,1
S114,bluebird,ostrich,1,1
S114,spidermonkey,monkey,1,1
S114,monkey,gorilla,1,1
S114,spidermonkey,snake,1,1
S114,zebra,gerbil,1,1
S114,bluebird,tortoise,1,0
S114,polarbear,panda,1,1
S114,bear,lion,0,1
S114,rat,gorilla,1,1
S114,turtle,tortoise,1,1
S114,lion,elephant,1,0
S114,armadillo,anteater,0,1
S114,panda,lemur,0,1
S114,robin,ostrich,1,1
S114,crocodile,ferret,0,1
S114,tortoise,lemur,1,1
S114,tiger,kangaroo,0,1
S114,cat,hamster,1,1
S114,polarbear,penguin,1,1
S114,polarbear,seal,1,1
S114,giraffe,zebra,1,1
S114,anteater,eagle,1,1
S114,anteater,brownbear,1,0
S114,cat,dog,1,1
S114,chimpanzee,gerbil,1,1
S114,cobra,ferret,1,0
S114,rat,mouse,1,1
S114,tiger,cheetah,1,0
S114,bear,tiger,1,1
S114,antelope,hyena,1,1
S114,owl,anteater,1,1
S114,penguin,rat,1,1
S114,mouse,bird,1,1
S114,cheetah,leopard,1,1
S114,pelican,swan,1,1
S114,tiger,lion,1,1
S114,armadillo,fox,1,1
S114,robin,bluebird,1,1
S114,dingo,panda,1,1
S114,cat,guineapig,1,1
S114,ferret,tortoise,1,0
S114,bear,blackbear,1,1
S114,mouse,hamster,0,1
S114,pelican,flamingo,1,1
S114,deer,fox,1,1
S114,zebra,bluebird,1,0
S114,swan,duck,1,1
S114,flamingo,rhinoceros,1,1
S114,panda,cheetah,1,1
S114,camel,yak,1,1
S114,deer,zebra,1,0
S114,flamingo,ostrich,1,1
S114,lion,cheetah,1,1
S114,dingo,kangaroo,1,0
S114,owl,flamingo,1,1
S114,dingo,elephant,1,1
S114,cobra,leopard,1,1
S114,giraffe,elephant,0,1
S114,crocodile,alligator,1,1
S114,polarbear,zebra,0,1
S114,brownbear,blackbear,1,1
S114,guineapig,hamster,1,1
S114,zebra,elephant,1,1
S114,deer,cheetah,0,1
S114,antelope,wolf,1,1
S114,tiger,elephant,1,1
S114,fish,hamster,0,1
S114,kangaroo,koalabear,1,1
S114,chimpanzee,orangutan,1,1
S114,dingo,rhinoceros,0,1
S114,ferret,koalabear,1,1
S114,gerbil,hamster,1,1
S115,whale,cat,1,1
S115,mouse,rat,1,1
S115,echidna,hedgehog,1,1
S115,panda,polarbear,1,1
S115,turtle,dog,1,1
S115,mongoose,bat,1,1
S115,scorpion,panda,0,1
S115,moth,alligator,0,1
S115,echidna,koala,1,1
S115,fox,kangaroo,0,1
S115,polarbear,koala,1,1
S115,moth,bee,1,1
S115,alligator,bee,0,1
S115,kangaroo,koala,0,1
S115,polarbear,grizzlybear,1,1
S115,ferret,raccoon,1,1
S115,fox,chameleon,0,1
S115,bat,bee,1,1
S115,grizzlybear,crocodile,1,1
S115,mouse,koala,0,1
S115,fish,raccoon,0,1
S115,shark,spider,1,1
S115,cheetah,bear,1,1
S115,panda,dog,1,1
S115,alligator,chameleon,0,1
S115,chameleon,crocodile,1,1
S115,panda,bear,1,1
S115,scorpion,cat,1,1
S115,shark,whale,1,1
S115,rabbit,hedgehog,1,1
S115,ocelot,wolf,0,1
S115,chameleon,hedgehog,1,1
S115,beetle,grizzlybear,1,1
S115,mouse,ferret,1,1
S115,snake,wolf,1,1
S115,dog,raccoon,1,1
S115,dog,cat,1,1
S115,kangaroo,echidna,1,0
S115,fox,echidna,1,1
S115,shark,fish,0,1
S115,mongoose,fox,1,1
S115,fish,whale,1,1
S115,rat,whale,0,1
S115,scorpion,spider,1,1
S115,fox,bat,1,1
S115,cheetah,tiger,1,1
S115,kangaroo,rabbit,1,1
S115,lion,bat,1,1
S115,bee,crocodile,1,1
S115,turtle,lizard,1,1
S115,lion,tiger,1,1
S115,mongoose,rat,1,1
S115,alligator,crocodile,1,1
S115,beetle,spider,1,1
S115,snake,lizard,1,1
S115,ocelot,snake,1,0
S116,dolphin,polarbear,0,1
S116,turkey,chicken,0,1
S116,elephant,slowloris,1,1
S116,slowloris,panda,1,1
S116,boar,hippopotamus,0,1
S116,bear,llama,1,1
S116,pig,bison,1,1
S116,bat,eagle,1,1
S116,llama,alpaca,1,1
S116,zebra,hippopotamus,1,0
S116,meerkat,hawk,1,1
S116,rabbit,seal,1,1
S116,whale,mouse,1,1
S116,slowloris,meerkat,1,1
S116,meerkat,hedgehog,1,1
S116,gerbil,elephant,1,1
S116,deer,chicken,1,0
S116,pig,cow,1,1
S116,bird,hawk,0,1
S116,elephant,alpaca,1,1
S116,zebra,cheetah,1,1
S116,lion,human,1,1
S116,ape,monkey,1,1
S116,cheetah,panther,1,0
S116,tasmaniandevil,monkey,1,0
S116,kangaroo,whale,1,1
S116,horse,pig,0,1
S116,zebra,giraffe,1,0
S116,human,ape,1,1
S116,sheep,llama,0,1
S116,monkey,panther,0,1
S116,zebra,horse,1,1
S116,horse,dog,1,1
S116,rhinoceros,meerkat,1,0
S116,chipmunk,squirrel,1,1
S116,rhinoceros,giraffe,1,1
S116,kangaroo,llama,0,1
S116,horse,cow,1,1
S116,human,boar,1,1
S116,hippopotamus,rhinoceros,1,1
S116,rhinoceros,panda,0,1
S116,walrus,hawk,1,1
S116,deer,panda,1,1
S116,bird,squirrel,1,1
S116,cheetah,elephant,1,1
S116,panther,cat,0,1
S116,squirrel,hedgehog,1,1
S116,human,chimpanzee,0,1
S116,tasmaniandevil,kangaroo,1,1
S116,boar,tasmaniandevil,1,1
S116,slowloris,chimpanzee,1,1
S116,lion,elephant,1,0
S116,dolphin,whale,1,1
S116,tasmaniandevil,hyena,1,1
S116,chipmunk,rat,0,1
S116,pig,chicken,1,1
S116,boar,meerkat,1,0
S116,polarbear,panther,0,1
S116,cow,bison,0,1
S116,bear,cat,1,1
S116,elephant,giraffe,1,1
S116,hyena,kangaroo,0,1
S116,chimpanzee,monkey,1,1
S116,panda,giraffe,0,1
S116,dog,cat,1,1
S116,lion,panther,0,1
S116,squirrel,bison,1,1
S116,rat,mouse,1,1
S116,bird,chicken,0,1
S116,polarbear,giraffe,0,1
S116,rat,squirrel,1,1
S116,dolphin,walrus,1,1
S116,dog,giraffe,0,1
S116,llama,panther,1,0
S116,polarbear,alpaca,1,1
S116,llama,pig,1,1
S116,turkey,deer,1,1
S116,ape,chimpanzee,1,1
S116,slowloris,mouse,1,1
S116,horse,bat,1,1
S116,dolphin,lion,1,1
S116,sheep,horse,1,1
S116,lion,cheetah,1,1
S116,cow,groundhog,1,1
S116,human,whale,0,1
S116,rabbit,gerbil,1,1
S116,bird,eagle,1,1
S116,monkey,panda,1,1
S116,seal,cheetah,0,1
S116,hyena,monkey,0,1
S116,eagle,hawk,1,1
S116,dolphin,llama,1,0
S116,human,bird,1,1
S117,elk,moose,0,1
S117,zebra,wolf,1,1
S117,sparrow,swallow,1,1
S117,bluejacket,sparrow,1,1
S117,ferret,polarbear,0,1
S117,ferret,weasel,1,1
S117,polarbear,blackbear,1,1
S117,polarbear,grizzlybear,0,1
S117,robin,dolphin,0,1
S117,deer,grizzlybear,1,1
S117,prayingmantis,ant,1,1
S117,shark,tuna,1,1
S117,iguana,gecko,1,1
S117,ferret,gerbil,1,1
S117,weasel,robin,1,1
S117,spider,gecko,1,1
S117,cougar,cheetah,0,1
S117,gazelle,buffalo,1,1
S117,trout,cod,1,1
S117,polarbear,tiger,1,0
S117,grizzlybear,brownbear,0,1
S117,python,cat,1,1
S117,shark,whale,1,1
S117,gazelle,armadillo,1,1
S117,deer,moose,0,1
S117,spider,beetle,1,1
S117,swallow,mouse,1,0
S117,anteater,salamander,1,1
S117,lion,tiger,1,1
S117,swallow,dolphin,1,0
S117,cougar,elephant,0,1
S117,hamster,bluejay,1,1
S117,falcon,anteater,1,1
S117,frog,penguin,1,1
S117,swallow,elephant,1,1
S117,cougar,wolf,0,1
S117,cow,horse,1,1
S117,horse,pig,1,1
S117,bear,polarbear,0,1
S117,wolf,swallow,1,0
S117,brownbear,blackbear,1,1
S117,armadillo,hyena,0,1
S117,swallow,rat,0,1
S117,wolf,dog,1,1
S117,dove,gorilla,1,1
S117,monkey,gorilla,1,1
S117,cat,mouse,0,1
S117,polarbear,anteater,1,1
S117,salamander,cod,1,1
S117,swallow,hyena,1,0
S117,lion,zebra,1,1
S117,iguana,eagle,1,1
S117,trout,dolphin,1,1
S117,trout,tuna,1,1
S117,tiger,hawk,1,1
S117,cougar,ocelot,0,1
S117,mockingbird,hawk,1,1
S117,lion,elephant,1,1
S117,elk,deer,1,1
S117,trout,salmon,1,1
S117,cougar,zebra,1,0
S117,dolphin,whale,1,1
S117,giraffe,cheetah,1,1
S117,falcon,eagle,1,1
S117,falcon,baldeagle,1,1
S117,zebra,gorilla,1,1
S117,monkey,blackwidow,1,1
S117,pig,hyena,0,1
S117,tarantula,blackwidow,1,1
S117,goldeneagle,whale,1,1
S117,iguana,rat,1,1
S117,ant,anteater,1,1
S117,beetle,weasel,1,1
S117,cow,dog,1,1
S117,tuna,salmon,1,1
S117,shark,grouper,1,1
S117,cat,dog,1,1
S117,rat,mouse,1,1
S117,goldeneagle,baldeagle,1,1
S117,beetle,fly,1,1
S117,gerbil,hamster,1,1
S117,horse,donkey,1,1
S117,tiger,cheetah,1,1
S117,grizzlybear,moose,1,1
S117,bear,tiger,1,1
S117,pig,salmon,1,1
S117,frog,gecko,1,1
S117,giraffe,lion,0,1
S117,grouper,salmon,1,1
S117,swallow,bluejay,1,1
S117,ocelot,prayingmantis,1,1
S117,wolf,hyena,0,1
S117,zebra,elephant,1,1
S117,bluejacket,mockingbird,1,1
S117,weasel,mouse,0,1
S117,spider,monkey,1,1
S117,cheetah,whale,1,1
S117,falcon,hawk,1,1
S117,elk,gazelle,1,1
S117,cow,pig,1,1
S117,tiger,blackbear,1,1
S117,swallow,weasel,1,0
S117,swallow,dove,1,1
S117,tarantula,hawk,1,1
S117,gazelle,hyena,1,0
S117,ferret,hamster,0,1
S117,cougar,prayingmantis,1,0
S117,beetle,ant,1,1
S117,gerbil,rat,1,1
S117,weasel,polarbear,1,0
S117,mouse,dog,1,1
S117,giraffe,elephant,0,1
S117,bluejay,robin,1,1
S117,spider,fly,0,1
S117,lemur,dolphin,1,1
S117,horse,buffalo,1,1
S117,eagle,swallow,1,1
S117,grizzlybear,blackbear,1,0
S117,flamingo,lemur,1,1
S117,eagle,hawk,1,1
S117,trout,anteater,1,1
S117,zebra,penguin,1,1
S117,dolphin,hyena,0,1
S117,giraffe,zebra,1,1
S118,turtle,shark,0,1
S118,pig,gopher,1,1
S118,spider,gopher,1,1
S118,chipmunk,worm,0,1
S118,ant,wasp,0,1
S118,squirrel,lion,0,1
S118,panther,worm,0,1
S118,tiger,alligator,1,1
S118,turtle,worm,1,0
S118,monkey,worm,1,0
S118,rhinoceros,elephant,1,1
S118,monkey,gopher,0,1
S118,elephant,worm,1,0
S118,pig,cow,1,1
S118,ant,butterfly,1,0
S118,moth,robin,1,1
S118,ant,elephant,0,1
S118,duck,chicken,0,1
S118,sparrow,dolphin,1,1
S118,beetle,sugarglider,1,1
S118,robin,ostrich,1,1
S118,penguin,polarbear,1,1
S118,pig,chicken,1,0
S118,robin,bluebird,1,1
S118,shark,rhinoceros,0,1
S118,elephant,gopher,1,0
S118,fish,worm,1,1
S118,spider,bee,1,1
S118,cricket,grasshopper,1,1
S118,penguin,ostrich,1,1
S118,spider,ant,1,1
S118,monkey,sugarglider,0,1
S118,horse,dog,1,1
S118,squirrel,ostrich,0,1
S118,beetle,butterfly,0,1
S118,elephant,lion,1,1
S118,butterfly,grizzlybear,1,1
S118,chipmunk,squirrel,1,1
S118,grizzlybear,brownbear,1,1
S118,elephant,dog,1,1
S118,polarbear,brownbear,1,1
S118,monkey,dolphin,0,1
S118,gorilla,monkey,1,1
S118,pig,squirrel,0,1
S118,horse,cow,1,1
S118,beetle,ant,1,1
S118,tiger,crow,0,1
S118,dog,cat,1,1
S118,polarbear,tiger,1,1
S118,squirrel,gopher,1,1
S118,duck,horse,1,1
S118,shark,fish,0,1
S118,turtle,gorilla,0,1
S118,cricket,fly,1,1
S118,shark,worm,1,0
S118,donkey,cow,0,1
S118,panther,rhinoceros,1,1
S118,bee,wasp,1,1
S118,horse,donkey,1,0
S118,beetle,worm,1,1
S118,shark,crocodile,1,1
S118,sparrow,crow,1,1
S118,crocodile,alligator,1,1
S118,rhinoceros,tiger,1,1
S118,elephant,penguin,0,1
S118,spider,worm,1,1
S118,crow,bluebird,1,1
S118,turtle,frog,1,1
S118,moth,fly,1,1
S118,shark,dolphin,1,1
S118,horse,gopher,1,0
S118,ostrich,cat,1,1
S118,penguin,worm,1,1
S118,elephant,ostrich,0,1
S118,pig,chipmunk,0,1
S118,horse,cat,0,1
S118,beetle,fly,1,1
S118,gopher,donkey,0,1
S118,tiger,lion,1,1
S118,frog,fly,0,1
S119,jaguar,parrot,1,1
S119,hippopotamus,giraffe,0,1
S119,frog,snake,0,1
S119,frog,squirrel,1,1
S119,opossum,spider,1,1
S119,whale,fly,0,1
S119,pig,turkey,1,1
S119,lion,spider,1,1
S119,opossum,bear,1,1
S119,crow,elephant,1,1
S119,swan,elephant,1,1
S119,pig,cow,1,1
S119,horse,parrot,1,1
S119,duck,turkey,0,1
S119,duck,chicken,1,1
S119,donkey,horse,1,0
S119,rhinoceros,elephant,0,1
S119,shark,jaguar,0,1
S119,pig,chicken,1,1
S119,opossum,snake,1,0
S119,snake,meerkat,0,1
S119,goose,swan,1,1
S119,ant,emu,1,1
S119,elephant,tiger,0,1
S119,rhinoceros,hippopotamus,1,1
S119,tiger,jaguar,1,1
S119,horse,penguin,0,1
S119,chicken,turkey,0,1
S119,shark,snake,1,1
S119,opossum,skunk,1,1
S119,raven,penguin,1,1
S119,mouse,snake,0,1
S119,emu,skunk,1,1
S119,fly,ant,0,1
S119,elephant,lion,1,1
S119,monkey,gorilla,1,1
S119,dolphin,lion,1,1
S119,whale,lizard,1,1
S119,fly,lizard,1,0
S119,rat,spider,1,1
S119,horse,cow,1,1
S119,monkey,tiger,1,1
S119,bear,giraffe,1,1
S119,rhinoceros,meerkat,1,1
S119,fish,spider,1,1
S119,shark,meerkat,1,0
S119,penguin,emu,1,1
S119,penguin,parrot,1,1
S119,shark,fish,1,1
S119,fly,emu,1,0
S119,rat,mouse,1,1
S119,pig,lizard,0,1
S119,opossum,squirrel,1,1
S119,rhinoceros,lion,1,1
S119,shark,whale,1,1
S119,emu,gorilla,1,1
S119,donkey,emu,0,1
S119,opossum,lizard,1,1
S119,donkey,cow,0,1
S119,hippopotamus,skunk,1,1
S119,parrot,cat,1,1
S119,dog,cat,1,1
S119,fish,parrot,0,1
S119,lizard,skunk,1,0
S119,dolphin,whale,1,1
S119,emu,lizard,0,1
S119,fish,cat,1,1
S119,lion,tiger,1,1
S119,snake,jaguar,1,0
S119,turkey,bear,0,1
S119,crow,raven,1,1
S119,snake,lizard,1,1
S119,rhinoceros,tiger,0,1
S119,opossum,cow,1,0
S119,goose,chicken,1,1
S120,gazelle,zebra,1,1
S120,stingray,clownfish,1,1
S120,koala,kangaroo,1,1
S120,tiger,alligator,1,1
S120,falcon,salmon,1,1
S120,seagull,penguin,1,1
S120,chinchilla,pig,1,1
S120,rat,seagull,0,1
S120,chicken,pig,1,0
S120,bull,goat,1,1
S120,orca,stingray,1,1
S120,duck,swan,0,1
S120,gazelle,lion,0,1
S120,chameleon,rabbit,1,1
S120,frog,toad,1,1
S120,rabbit,hamster,1,1
S120,shark,whale,1,0
S120,iguana,mouse,0,1
S120,giraffe,cow,1,1
S120,seagull,seal,0,1
S120,shark,dolphin,1,1
S120,pig,cow,1,1
S120,panda,salmon,0,1
S120,donkey,ibex,1,1
S120,dolphin,hawk,1,1
S120,falcon,penguin,0,1
S120,monkey,cow,1,1
S120,tiger,panda,0,1
S120,rat,gerbil,0,1
S120,stingray,whale,0,1
S120,sheep,donkey,0,1
S120,squirrel,gerbil,1,1
S120,horse,panther,1,1
S120,parrot,seagull,0,1
S120,crocodile,mouse,1,1
S120,bear,parrot,0,1
S120,donkey,goose,1,1
S120,horse,cow,1,1
S120,seal,penguin,1,1
S120,bull,kangaroo,1,1
S120,otter,gerbil,1,1
S120,frog,salmon,1,1
S120,shark,stingray,1,1
S120,gazelle,koala,1,1
S120,hawk,ostrich,1,1
S120,bull,ibex,1,1
S120,rabbit,cat,1,1
S120,sheep,cow,1,1
S120,dolphin,eagle,0,1
S120,blowfish,stingray,1,1
S120,sheep,goat,1,1
S120,gazelle,horse,0,1
S120,otter,stingray,1,0
S120,falcon,seagull,1,0
S120,dolphin,whale,1,1
S120,duck,chicken,0,1
S120,chicken,goose,1,1
S120,iguana,snake,1,1
S120,swan,goose,1,0
S120,iguana,parrot,0,1
S120,cat,hamster,1,1
S120,bear,cat,1,1
S120,crocodile,tadpole,1,1
S120,cat,dog,1,1
S120,duck,goose,1,0
S120,monkey,eel,1,1
S120,rabbit,parrot,1,1
S120,toad,alligator,1,1
S120,tiger,zebra,1,1
S120,gerbil,hamster,1,1
S120,ibex,goat,1,1
S120,horse,donkey,1,1
S120,otter,orca,0,1
S120,frog,tadpole,1,1
S120,zebra,panda,1,1
S120,rat,hamster,1,1
S120,tiger,lion,1,1
S120,chameleon,snake,1,1
S120,swan,squirrel,1,1
S120,otter,whale,1,1
S120,falcon,hawk,1,1
S120,otter,seal,1,1
S120,falcon,ostrich,0,1
S120,parrot,hawk,0,1
S120,bear,dolphin,1,1
S120,chinchilla,mouse,1,1
S120,penguin,ostrich,1,1
S120,iguana,seagull,1,0
S120,otter,eel,1,1
S120,pig,lion,1,1
S120,frog,clownfish,1,1
S120,chinchilla,ferret,0,1
S120,falcon,parrot,1,1
S120,rabbit,gerbil,0,1
S120,falcon,dog,1,1
S120,peacock,panther,1,1
S120,ferret,snake,1,1
S120,crocodile,alligator,1,1
S120,peacock,koala,1,1
S120,chinchilla,snake,1,1
S120,blowfish,penguin,1,1
S120,eagle,hawk,1,1
S120,iguana,rabbit,1,0
S120,giraffe,zebra,1,1
S120,rat,mouse,1,1
