numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,triangle_limit,startGraph,prune_limit,other_limit,rcutoff,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,ll_tg_prior,ll_tg_irt,ll_tg_irt_prior,cost_uinvite,time_uinvite,bestgraph_uinvite,hit_uinvite,miss_uinvite,fa_uinvite,cr_uinvite,ll_uinvite,cost_rw,time_rw,bestgraph_rw,hit_rw,miss_rw,fa_rw,cr_rw,ll_rw,cost_fe,time_fe,bestgraph_fe,hit_fe,miss_fe,fa_fe,cr_fe,ll_fe,cost_windowgraph,time_windowgraph,bestgraph_windowgraph,hit_windowgraph,miss_windowgraph,fa_windowgraph,cr_windowgraph,ll_windowgraph
6,0.3,steyvers,1,50,0.7,0.0,stationary,15,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1341.59680083,,,,135.0,0:00:12.746002,:q`?GGI?B_?OOMGD___WOLF_@gGOJ@Booga?ABO@kCCBBO?gs\@@BGGKGEDqpxCd?A@P?iACCbwHMAAJO?OWQIDbGWUQJHCqsCMIDdApeCIDeG?SULIO?GcYPHDBHmOPIO?wwoXNO__SU^a@Q`czCBAaHSs\NQaHGg\``?p}CEDdr`xJFDebYDD@A`p_smbROOOkxLIDr@l@@@DW_hH?@A@OlMg``P?s_XNHxOwu]RiTQySSOHDcSg[NFsQPIiU^,127,46,89,963,-1218.96424418,208.0,0:00:00.019095,:q`?GGI?B_?OOMGD_?OOKGE``?{?KF__o_SN@Boog_V?@@`K?KL_?OOKL?AbPsCCGEBP{CECBAwGWUNGcg?OIGDCgGOQNGoOO{f@@BAs?CECa`Wob?@`PWyECCaphGeU_`pOkgTJERSGSJEcq`a?DDbQ@Or??aPh?aQIER[_aS_@ppOoXLfgOOIJGer{OINIERk?CCBAaHGiYLfRqDDFDCQPOzBA@``?q^`@_wkWMJeb`xAdbarPky`POOg[WLGDQxs{bROOOkm[MfgGGMLIDr@l?e____WQPIetK?ECDCA`|?c_?_g_SJHDrQ\PBAa@h?q]Ro?g_SJEb`xSu]RiTQyABDDCALGkVPPhOw\NFsQPIeTJDq~,140,33,175,877,-1253.75721484,159.0,0:00:00.000527,:qa_hWEJO?T@SQmA`PZhRMZv@S~?h,14,159,0,1052,-inf,139.0,0:00:00.171721,:q`_WoGHHBR_?uAB_BPtGFNiaY[GlECu`XMlWnBQC_b?KpI`vGIIXp@nQ[iGHMQVGKes}eSSQ^,42,131,8,1044,-inf
6,0.3,steyvers,1,50,0.7,0.0,stationary,16,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1416.32606571,,,,118.0,0:00:16.647929,:q`?WGI?B_?OOMGD`@?sKNE_`?kCIFaaGOY?EEo?GGEE_@PgyABCBGGKGEDqpxCd?A@P?iACCbwHMAAJO?OWQIDbGWUUQHoOwgUSJEgOgUW_@PWsh??aPhGgXLqAHQ?FFERsOIJLfwhOq\a@`PCiULFXPCc\``?oo~ABAqxo|FDesSCIFEBQyLLADfHhOmWOO`HUGIOHGOSOIDhwWSOLGERq]u]RiTQySSQJGho{^PHDQr,128,45,73,979,-1306.70572055,207.0,0:00:00.020321,:q`??KCD?@o?GGFCAo?GGECBOo_]?AB@wGKGDBoOg]EDCAw?GKH_@`k?AA@`g?SYM___W_WLFoOWOKJ_``W{aQ_@?g_SQ_?O_c]P__`xMAAEDg?GKHDAp`E?BAapsKGHDbQPKl@Ba`XOiUKegOOSJEcq`a?DDbQ@Or??aPh?aQIER[_aS_@ppOoXLfgOOIJGer{OINIERk?CCBAaHGiULErhx?`PPpPCcSMoo_WWOKfwOWMJEBaxgw]OhWwksZMgSSCIFEBQ@Sm\NGssCCJJfBhyAABbQ`[oZNGCsCCCBAQHSuh_?o_g_SNgCc?CDCA`XGmYRiGWSOLGCRHxN?Aa@OkYMFdAhk{fSidsCEIIGCYPWmabQ`oy]NgcaTKiUJd~,146,27,180,872,-1351.24860802,158.0,0:00:00.000517,:qa_hWEJO?T@SQmA`PZhRMZuhwi^_S,15,158,0,1052,-inf,133.0,0:00:00.185049,:q`_WoGHHBR_?uF?EbiOM^TCby[GlEDU`XGf[DEJouOP_ERsQg\qAac_~fCE|Hqg_cdXQQUf`aBHlNhTQaaR,49,124,9,1043,-inf
6,0.3,steyvers,1,50,0.7,0.0,stationary,17,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1508.25211354,,,,104.0,0:00:18.252118,:q`??KCD?@o?GGFBA@W?GGE``w?YACAoOg]EDDo?OY?EEo?GGEE_@PgyECEOOWOKJaApxI?CAa@PIACCbwHKj??_as?CECa`WqABAqPXGf@Ba`XOkYdArCSULIO?GGQLGdBHmOPIO?wwoXNP?gk~DIFW_WSTLFRsgc\``?p}CEDdr`yMZMgWGSMKJgssGU[edAx`@ACdW_hHDCA`Y]IGEcBHxNMLfcy`QiVQaa@GkadB`w}cTJN,137,36,68,984,-1407.30313402,213.0,0:00:00.021582,:q`??KCD?@o?GGFBA@W?CCBA@gWON?@@_{CECA`wGSNBAa@[?CECo?ou?@@?os?ILFOOOKGGEBP{CECBAp{CGEDbqHI?CAa@PI?@AAPxEAAFcqk?AAEDg?GKHDAp`E?@@`Ook\BAAPWscRJOOwgUSIdbHiCCDAphKgW_@PWs_SKo?GGQLGCQPOqZcCQc?MMFdB@cu]`@?gkaZNgG_S]SKfW?GGECaaHGgTJEbXs{_OggwgaQIFWWOKKGER{GKFDb@p[s[NGSk[UMLEriDD@A`p_s_TJfRqLL@@Aqxoy]___wsgVKErq@L@@@?ocaTLiW?KGIGDBy@H?@?og_SJHDrQ\PBAa@gw_PKfcI]?DCA`Ws[NIDRXxMgSidsCEIIGCYPWmabQ`oy]NgcaTKiUJd~,152,21,192,860,-1462.62761118,158.0,0:00:00.000524,:qa_hWEJO?T@SQmA`PZhRMZuhwi^_S,15,158,0,1052,-inf,130.0,0:00:00.198206,:q`_WoIOBbR_?uFLFS_[miHFoQ[GlIlAq\oSWnBX@E?XNPI`vGIIQB}[vFmTCCcjIQQ@[KOXLhzqdTIIHN,50,123,7,1045,-inf
6,0.3,steyvers,1,50,0.7,0.0,stationary,18,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1604.7033117,,,,105.0,0:00:19.467127,:q`?GGI?B_?OOMECAo?GGGE``O{GL@A@WGSNBAaw?GL?BBW?CCBBO?gs\BABGGKGEDp@W{d?A@P?gd@AAP{CeT_?OPY?ABAPOkX@@`XGkcR_`pPOkYdArCSMLIO?GGYSKex?gaS_@ppc|CAa@X}ISMp?ogaTLFRsgaQMoo_W~ABAqxo|FDeriEADBbAyLL@@ArcsgVKGGOcjCDGCc?OIDhtCSOLGCRHxNIFFcy`QiVQaaPXDIFBp|GiU^,139,34,71,981,-1514.11617215,226.0,0:00:00.022799,:q`??KCD?@o?GGFBA@W?CCBA@gWOIF_?_o]ABA@O{CIF``P?m?ABAW?WZ??__WY?DEbgGGECCB@g}ABA@`W}ACBAPW{aQ_@?g_SQ_?O_cSJFcWGG[NHdW?CCKIDg?GKHDAp`E?@@`Ook[U``@GkYQHdgG[SJIDQpctAAA`WseSKO?g[ULGDBK?AACbQ@CcSKex?gaSLO?ww]SKERXyCCAa@XCu^OP?g{gXMo?OOKHDCQPOiUKebXs{_OggwgaQIFWWOKKGER{GKFDb@p[oYMFcIUMJFEbXtAa_`OwoYOIdrhxEe__`X[w\NIGGGMLIDr@k{_RO?GGGECcQhlKh_?o_g_SNgCc?CBAa@OkcVLHtCKIGEba@Cq]Ohw?SOIDbPo{gTKErq\OhTJgGKSSOGsap\DEdB`s{^PHCiXSkVJ~,154,19,207,845,-1576.4104965,157.0,0:00:00.000525,:qa_hWEJO?S_LOTCj_gSUySre|i]IfwDN,16,157,0,1052,-inf,133.0,0:00:00.210039,:q`_WoQOBf?@kMYMh?x\SQN_cwPYTMdcz_gp]EqAK?q]aTBmOSScF{xmN[iGHHUSccAs{KOZRvdIiSSQYn,49,124,9,1043,-inf
6,0.3,steyvers,1,50,0.7,0.0,stationary,19,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1690.22574153,,,,92.0,0:00:24.332162,:q`??KCD?@o?GGFCAo?OOLBA`wOYACAoOg]?DDo?OY?EEo?GKL?AbPsKGK__o_WVCDbqS?GDDOO_c^@HdWGGWU`@`GgUK_`?kcUQHoOwggYdEGg[YS_?OOsaSKex@Ch?Bbb@c|CAar{Sg\a@`PSs\NQbkKGENo_okm[NGWxky`_`OwombRO`XqYSJeCCGQTaAcc_SJRpP?s_XNHxpk{fSITQySSQJGhO{cTJN,137,36,56,996,-1602.9942038,233.0,0:00:00.024251,:q`??KCD?@o?GGFBA@W?CCBA@gWOIF_?_o]ABA@O{CIF_?og_V?@@`K?KL_?OOKL?AbPsCCBAA@_s^@@`?ok^@A@`Gk]PHO?_SOIFCg?CGHDApxEAAFBqXU?@@BA`Y?ABAPOkWP_?OWOIEDbasKGHDbQPKl@Ba`XOiUKegOOSJEcq`a?DBaph?gX_?OOcSLGCQPOqZcAaHOiY_@po{gWKersGGDCAqHk}_a@Oo{gXMo?OOKHDCQPOiUKebXs{_OggwgaQIFWWOKKGER{GKFDb@p[oYMFcIUMJFEbXtAa_`OwoYOIdr@s{bROOOkm[MfdCCCFEdAx_u]OHg?CCCBAQHSu]RIW?KGIGDBy@H?@?og_SJHDrQ\PBAa@gw_PKfcI]?DCA`Ws[NIDR@k{fSITQyABDBQa@EcUJggsg[MfbyHGdRIdax^,155,18,215,837,-1678.64444914,156.0,0:00:00.000538,:qa_hWEJO?S_LOTCj_gSUySre|glNDR{Af,17,156,0,1052,-inf,136.0,0:00:00.217409,:q`_WoQQAf?@kCFLFS_[mi@CbwHMCUcu`XMwIKV`k_b?KfgOQg\qAjH~MZsfIaARIQQ@[KOXLhzqdTIIHLV,47,126,10,1042,-inf
6,0.3,steyvers,1,50,0.7,0.0,stationary,20,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1791.37413922,,,,95.0,0:00:34.159757,:q`??KCD?@o?GGFCAo?GGGE``?g]CE_`GG]?BAaw?GL?BApk?AA@`g?SYM``@cCECBAw_k]Q_@?giACCbqKC]R_?OPY?ABAPOkX@A@XGkcR_`pPOmYdEGg[YS_?OOsaSKex?gaS_@pp[q]a@PX}ISMp?ogiYMfhPuECBFwOWUVMFcKSUZMgWGSMKJeCYYCJMTB@x@ACdW_h?caa@OlNDCBQ@c{flfcy`QiVQaaPXDIFcahX,140,33,62,990,-1702.04602341,247.0,0:00:00.025319,:q`??KCD?@o?GGFBA@W?CCBA@gWOIF_?_o]ABA@O{CCDBo?WSOJ_?_oe?BBApk?AA@``c?ILFOOOKGGEBP{CECBAp{CCCBAPW{aQ_@?g_SMHO?GOQIDbqK?AAFBqXU?@@BA`Y?ABAPOkWP_?OWOIECAp_wlBAAPWscRJOOwgUSIdaxctAAA`WseSKO?g[ULGDBK?AACa`h?aQIER[_SPIDRS?GFFBq`[oXLfgOOIGDcRX|@CA``xOq\_?__WQIGca`SkXLErhx?`PPpPCcSMggWOKKGER{GKFDb@o{mWLFBqDJDBappgu\OggGSMKEcAh[o\NGssCCJJfBhxAg____[YSJeBXx?e_?OOOKHGdRXxKh_?o_g_SLfsAQ?A@`P?gUQJecyaEDCBPp?aXNGS{?IGDApgw]SIeBXxMgSidsCEFDBQa@EcUJggsg[MfbyHGdRIdax^,157,16,231,821,-1793.61372043,155.0,0:00:00.000522,:qa_hWEJO?S_LOTCj_gSUySqF[xnYJRpS~?h,18,155,0,1052,-inf,136.0,0:00:00.227312,:qb@HGI[L__xgycBdtOGc^@HoascTYDcz_gp]EqAK?q]pDBmOSSkf{xmN[_DCCcjIQQ@[KOXLhzqdTSQYn,47,126,10,1042,-inf
6,0.3,steyvers,1,50,0.7,0.0,stationary,21,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1893.25245898,,,,90.0,0:00:21.640010,:q`??KCD?@o?GGFCAo?GGGE``?kGL@A@WGSN?AawOY?BDbW?CCBBO?gs\BABGGKGEDp@W{d?A@PSCGHDbw?C]R__a`Y?ABAPOkX@A@XGkcR_`pPOtIKPOwsh??__gsaSKex@Ch?A@qxc|CAar{SgXMp?ogiYMfb{[zBA@b{GKJJfBqEIFLfSKCIFEDrAMCJMTB@x@ACdW_hHGDAs{SOLKfc|Gk]RiTQySSQJGhO{cTJN,141,32,58,994,-1800.86658933,253.0,0:00:00.026382,:q`??KCD?@o?GGFBA@W?CCBA@gWOIF_?_o]ABA@O{CCDBo?WSOJ_?_oe?BBApk?AA@``c?ILFOOOKGGEBP{CECBAp{CCCBAPW{aQ_@?g_SMHO?GOQIDbqK?AAFBqXU?@@@``Ol?@@`GgUKFcW?CECA``?kWMJOo_cULHCqsCMIDdAhWmXLO__gULHdBC?IFDbQ@Or??__gcSLGCQPOqZaA@PCgTLO?_[[NIDr@cu]`@?g_UPLfsCOIEFcA`cz?@@?ocSPHDAhWqYLfRp|?`PPpPCcSMggWOKKGCRH}CEBap_w]VKEb`xAda`pWwsZMgSSCIFEBQ@SmWMfcYYAADdr`s{`SOOOOMLIDr@k{_RO?GGGECcQhk{eRiW?KGIGDBX|?c_?_WSOIDcaxhMg``P?s[OGeRqDN?Aa@OkYMFca`SkWLfcy`QiVOOW[SLIGCYPWmabQ`oy]NgcaTKiUJd~,159,14,239,813,-1899.87958394,154.0,0:00:00.000518,:qa_hWEJO?S_LOTCj_gSUySqF[xnYGDhwi^_S,19,154,0,1052,-inf,136.0,0:00:00.238223,:qb@HGI[L__xgyeJi_PG}AR`DhGisJHv@Pa{?EqAK?|aIFZkghCNxr[]x?IGHKhHGDqBHlN]SiiaRT,46,127,9,1043,-inf
6,0.3,steyvers,1,50,0.7,0.0,stationary,22,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-1973.21099703,,,,88.0,0:00:27.319271,:q`??KCD?@o?GGFBA@W?CCCBOokGL@A@WGSN?AawOY?BBBW?CCBBO?gs\@@`@cCECBAw_k]Q_@?g_T@AAPW}ARIoOOol?@@`GgUK``?kcUQHoOwggUdEGg[YS_?OOSYSKex@CgT_@pp[q]a@PX}ISKfW_WiYMfb|OzBA@b{GKJJfBqEMZMgWGSMVKGwOkxSKFcCGQTaAcAQOIDcc{SOLKfc|Gu]SITSggcUPQ`xSk,141,32,56,996,-1886.9153364,259.0,0:00:00.027798,:q`??KCD?@o?GGFBA@W?CCBA@gWOIF_?_o]ABA@O{CCDBo?WSOJ_?_oe?BBApk?AA@``c?ILFOOOKGGEBP{CECBAp{CCCBAPW{aQ_@?g_SMHO?GOQIDbqK?AAFBqXU?@@@``Ol?@@`GgUKFcW?CECA``?kWLFDgWOQJEcaXYABBa`XOiUJeRSGGIDbQXOp?A`pWs_SKo?GGIHDBQ@CcSKew__SPIDQpi?CBa`o{gVKERXyCCAa@XCu^OP?gW]OIERk?CCBAPPCcSIdbHgu\NFsADDFDCQPOya``?oo_PKfwOWMJEB`x[oYMFcIUIFDbbPky`POOg[WLGDQx_y]PhgGGUVMFRqDP@@?o_[YSJeBXx?e_?OOOKHGdRXxKfSo?WOSOIEry@H?@?og_SJHDrQ\PBAa@gw_PKfcI]?DCA`Ws[NHDAhWoZNHtAdSm_?OW[SLIGCYPWmabQ`oy]NgcaTKiUJd~,159,14,245,807,-1999.85756812,153.0,0:00:00.000513,:qa_h?UU@as?DGBSDPIwIDDmdK`vMZua@Y]IfwDN,20,153,0,1052,-inf,128.0,0:00:00.249848,:q`_WoQQAfBWGMYMhAx\SAHFoQ[GlHDU`XMwIKV_?uOP_FkPOz\dDBkO~fLpzc?g_cdXQQOJRqBI]{hTQaaRSk,53,120,8,1044,-inf
