probRewire,numNodesInput,numlinks,theta,numX,propX,startNode,numsamples,numgraphs,xlen,spearman,rank,numnodesPost,clusterSpearman,time
0.2,30,4,0.5,4,1.0,fixed,100,100,30,-0.30362066714705332,1,30,-0.35349534953495354,68.95315313339233
0.2,35,4,0.5,1,0.3,random,100,100,11,-0.42346588422330389,24,11,-0.31641826659943001,8.068224906921387
0.2,35,4,0.5,1,0.3,fixed,100,100,11,-0.40776417500360718,43,11,-0.20920266817434208,8.052376985549927
0.2,35,4,0.5,1,0.4,random,100,100,14,-0.54708698814583889,61,14,-0.31095759759190883,10.891043186187744
0.2,35,4,0.5,1,0.4,fixed,100,100,14,-0.5622647737045009,32,14,-0.25138334014197328,11.350419044494629
0.2,35,4,0.5,1,0.5,random,100,100,18,-0.29962998978372929,48,18,-0.2604135100921493,14.83536982536316
0.2,35,4,0.5,1,0.5,fixed,100,100,18,-0.45250105368885912,49,18,-0.34622469982441412,15.191072940826416
0.2,35,4,0.5,1,0.6,random,100,100,21,-0.37043306133250031,29,21,-0.12217295033493483,18.432116985321045
0.2,35,4,0.5,1,0.6,fixed,100,100,21,-0.30599278795496815,60,21,-0.14901934899361702,18.27930784225464
0.2,35,4,0.5,1,0.7,random,100,100,25,-0.39443758967291587,50,25,-0.15685568556855686,22.24882197380066
0.2,35,4,0.5,1,0.7,fixed,100,100,25,-0.3618204342262899,30,25,-0.12105119458511288,22.592063188552856
0.2,35,4,0.5,1,0.8,random,100,100,28,-0.26583161718680431,50,28,-0.081938439659653708,25.29088807106018
0.2,35,4,0.5,1,0.8,fixed,100,100,28,-0.54112434220236416,73,28,-0.28949294929492947,25.779743909835815
0.2,35,4,0.5,1,0.9,random,100,100,32,-0.33389135470923464,59,32,-0.082844284428442855,30.355980157852173
0.2,35,4,0.5,1,0.9,fixed,100,100,32,-0.38987054009214334,75,32,-0.078331833183318336,30.364580154418945
0.2,35,4,0.5,1,1.0,random,100,100,35,-0.35671033812178521,39,35,-0.038295944482454047,33.595184087753296
0.2,35,4,0.5,1,1.0,fixed,100,100,35,-0.39342355013826064,68,35,-0.1780858085808581,33.66632294654846
0.2,35,4,0.5,2,0.3,random,100,100,11,-0.51936706953884715,62,21,-0.3743189076140272,20.08824396133423
0.2,35,4,0.5,2,0.3,fixed,100,100,11,-0.55447068835537694,29,16,-0.20745399012668797,18.25670099258423
0.2,35,4,0.5,2,0.4,random,100,100,14,-0.29464100679845656,25,24,-0.2366756675667567,33.10877585411072
0.2,35,4,0.5,2,0.4,fixed,100,100,14,-0.32719620385463294,55,21,-0.32228022802280226,31.043709993362427
0.2,35,4,0.5,2,0.5,random,100,100,18,-0.54022557787179271,7,25,-0.2615901590159016,29.976161003112793
0.2,35,4,0.5,2,0.5,fixed,100,100,18,-0.48227733270053147,25,26,-0.40003120321573155,23.929112911224365
0.2,35,4,0.5,2,0.6,random,100,100,21,-0.37096288001118927,21,24,-0.25322532253225322,41.21358895301819
0.2,35,4,0.5,2,0.6,fixed,100,100,21,-0.4943197538281428,16,31,-0.18065406540654066,36.15520215034485
0.2,35,4,0.5,2,0.7,random,100,100,25,-0.45534195585513099,39,33,-0.40764476447644765,40.04363203048706
0.2,35,4,0.5,2,0.7,fixed,100,100,25,-0.58857272158101492,13,29,-0.33812282665266696,35.28261590003967
0.2,35,4,0.5,2,0.8,random,100,100,28,-0.54565524996593184,5,34,-0.21144914491449146,44.586792945861816
0.2,35,4,0.5,2,0.8,fixed,100,100,28,-0.48332722382992382,7,33,-0.29017701770177018,46.79732704162598
0.2,35,4,0.5,2,0.9,random,100,100,32,-0.43403534420503986,1,35,-0.2138973897389739,52.55704307556152
0.2,35,4,0.5,2,0.9,fixed,100,100,32,-0.45366495122828426,2,35,-0.26091809180918091,43.570382833480835
0.2,35,4,0.5,2,1.0,random,100,100,35,-0.46549759973513205,1,35,-0.094905490549054908,45.13921403884888
0.2,35,4,0.5,2,1.0,fixed,100,100,35,-0.38600166852609352,8,35,-0.32853285328532855,46.62840509414673
0.2,35,4,0.5,3,0.3,random,100,100,11,-0.52967170201803815,17,21,-0.28010285059487189,26.996957063674927
0.2,35,4,0.5,3,0.3,fixed,100,100,11,-0.41240020492401575,28,20,-0.078979897989798986,35.13802886009216
0.2,35,4,0.5,3,0.4,random,100,100,14,-0.42263997001240761,34,30,-0.10762740850723926,44.43495798110962
0.2,35,4,0.5,3,0.4,fixed,100,100,14,-0.49243366317719667,3,26,-0.28824482448244826,29.880747079849243
0.2,35,4,0.5,3,0.5,random,100,100,18,-0.49944767671490992,1,29,-0.25334609464888902,43.56324315071106
0.2,35,4,0.5,3,0.5,fixed,100,100,18,-0.4503913674870485,1,27,-0.32274827482748281,37.20337700843811
0.2,35,4,0.5,3,0.6,random,100,100,21,-0.61598873505615281,1,34,-0.0080768076807680774,40.58459806442261
0.2,35,4,0.5,3,0.6,fixed,100,100,21,-0.52557566565782321,1,33,-0.15213921392139215,51.85279297828674
0.2,35,4,0.5,3,0.7,random,100,100,25,-0.52165442083040903,1,33,-0.24786078607860787,54.41766285896301
0.2,35,4,0.5,3,0.7,fixed,100,100,25,-0.51056899429438063,2,34,-0.42922292229222925,51.48015117645264
0.2,35,4,0.5,3,0.8,random,100,100,28,-0.41039634516357282,1,35,-0.27266726672667269,71.3040120601654
0.2,35,4,0.5,3,0.8,fixed,100,100,28,-0.56248102208256079,1,35,-0.37917791779177917,56.195448875427246
0.2,35,4,0.5,3,0.9,random,100,100,32,-0.49207352182800784,1,35,-0.33702970297029705,62.97402596473694
0.2,35,4,0.5,3,0.9,fixed,100,100,32,-0.46479925596474531,1,35,-0.24632463246324635,63.630269050598145
0.2,35,4,0.5,3,1.0,random,100,100,35,-0.43724809530125408,1,35,-0.21196519651965198,67.51883006095886
0.2,35,4,0.5,3,1.0,fixed,100,100,35,-0.45212014113330246,1,35,-0.40314431443144316,67.82248902320862
0.2,35,4,0.5,4,0.3,random,100,100,11,-0.45297944655608058,9,26,-0.12032403240324033,44.290003061294556
0.2,35,4,0.5,4,0.3,fixed,100,100,11,-0.44724675501164129,8,28,-0.23665166516651667,48.76272988319397
0.2,35,4,0.5,4,0.4,random,100,100,14,-0.54095338557524664,2,29,-0.078955895589558955,48.235573053359985
0.2,35,4,0.5,4,0.4,fixed,100,100,14,-0.51806855957981923,11,31,-0.21545754575457549,56.53357982635498
0.2,35,4,0.5,4,0.5,random,100,100,18,-0.57388285922799087,1,32,-0.1819021902190219,66.5225739479065
0.2,35,4,0.5,4,0.5,fixed,100,100,18,-0.50090601637604881,1,31,-0.26084608460846082,51.0153648853302
0.2,35,4,0.5,4,0.6,random,100,100,21,-0.39561969183543011,1,34,-0.27787578757875786,68.47637915611267
0.2,35,4,0.5,4,0.6,fixed,100,100,21,-0.53456581544337378,1,33,-0.17774977497749775,60.876261949539185
0.2,35,4,0.5,4,0.7,random,100,100,25,-0.50600946882389708,1,35,-0.1623162316231623,72.89611792564392
0.2,35,4,0.5,4,0.7,fixed,100,100,25,-0.53799931717117866,1,35,-0.16608460846084608,74.53017902374268
0.2,35,4,0.5,4,0.8,random,100,100,28,-0.38092281002869943,1,35,-0.29533753375337535,92.46735692024231
0.2,35,4,0.5,4,0.8,fixed,100,100,28,-0.55948443678826376,1,35,-0.3724932493249325,76.49826097488403
0.2,35,4,0.5,4,0.9,random,100,100,32,-0.39865641183106793,1,35,-0.45360936093609366,86.50497603416443
0.2,35,4,0.5,4,0.9,fixed,100,100,32,-0.56266922395422558,1,35,-0.36750075007500749,82.55796504020691
0.2,35,4,0.5,4,1.0,random,100,100,35,-0.52360562626112417,1,35,-0.40555655565556559,87.95387601852417
0.2,35,4,0.5,4,1.0,fixed,100,100,35,-0.44104314942834205,1,35,-0.44608460846084608,90.95187783241272
0.2,40,4,0.5,1,0.3,random,100,100,12,-0.35806782049012009,30,12,-0.33730726652409931,9.624740839004517
0.2,40,4,0.5,1,0.3,fixed,100,100,12,-0.48500233234884843,17,12,-0.19936006164271275,9.793554067611694
0.2,40,4,0.5,1,0.4,random,100,100,16,-0.33055087591407134,66,16,-0.40539770487770288,14.007515907287598
0.2,40,4,0.5,1,0.4,fixed,100,100,16,-0.43792257543041707,40,16,-0.082438964427162809,13.820999145507812
0.2,40,4,0.5,1,0.5,random,100,100,20,-0.31430986527775556,52,20,-0.24363328694568148,18.420055866241455
0.2,40,4,0.5,1,0.5,fixed,100,100,20,-0.47533707307989287,46,20,-0.074594802198745244,18.355302095413208
0.2,40,4,0.5,1,0.6,random,100,100,24,-0.38281067626171461,8,24,-0.11932900686658181,22.146875858306885
0.2,40,4,0.5,1,0.6,fixed,100,100,24,-0.28920586782887914,40,24,-0.14460889471680666,23.048978090286255
0.2,40,4,0.5,1,0.7,random,100,100,28,-0.3108315043044359,76,28,-0.13507350735073509,27.421515941619873
0.2,40,4,0.5,1,0.7,fixed,100,100,28,-0.22448040136123987,32,28,-0.026366636663666367,28.101155996322632
0.2,40,4,0.5,1,0.8,random,100,100,32,-0.49260672929740129,32,32,-0.084915000991633738,31.58459210395813
0.2,40,4,0.5,1,0.8,fixed,100,100,32,-0.55730320625437213,5,32,0.013411421610932188,31.715835094451904
0.2,40,4,0.5,1,0.9,random,100,100,36,-0.28063366428445996,47,36,-0.13381338133813384,35.58540201187134
0.2,40,4,0.5,1,0.9,fixed,100,100,36,-0.38375068805595214,57,36,-0.15026702670267028,36.069957971572876
0.2,40,4,0.5,1,1.0,random,100,100,40,-0.3614484180603566,39,40,-0.049792979297929793,41.21087884902954
0.2,40,4,0.5,1,1.0,fixed,100,100,40,-0.37973464092686288,42,40,-0.11026702670267026,41.79573702812195
0.2,40,4,0.5,2,0.3,random,100,100,12,-0.56151130231600543,22,19,-0.3266496449148964,21.948171138763428
0.2,40,4,0.5,2,0.3,fixed,100,100,12,-0.45960560016468033,24,22,-0.33700084337355368,30.202653884887695
0.2,40,4,0.5,2,0.4,random,100,100,16,-0.49439031973638242,17,25,-0.27983882340006966,37.295023918151855
0.2,40,4,0.5,2,0.4,fixed,100,100,16,-0.55161063312838665,2,21,-0.31731173117311728,26.877000093460083
0.2,40,4,0.5,2,0.5,random,100,100,20,-0.47467605583635147,25,30,-0.23731173117311732,42.80820393562317
0.2,40,4,0.5,2,0.5,fixed,100,100,20,-0.35033927935706571,25,28,-0.21627362736273628,48.68166899681091
0.2,40,4,0.5,2,0.6,random,100,100,24,-0.25181187814645828,14,34,-0.075043504350435039,47.84723114967346
0.2,40,4,0.5,2,0.6,fixed,100,100,24,-0.16720255990924937,26,31,-0.14193819381938194,46.09009099006653
0.2,40,4,0.5,2,0.7,random,100,100,28,-0.40552667898877759,16,34,-0.29077707770777078,62.40694499015808
0.2,40,4,0.5,2,0.7,fixed,100,100,28,-0.58061471337660198,1,34,-0.16036003600360035,40.08451509475708
0.2,40,4,0.5,2,0.8,random,100,100,32,-0.26785645393376523,1,37,-0.20022802280228022,56.5127911567688
0.2,40,4,0.5,2,0.8,fixed,100,100,32,-0.4564880438070642,1,37,-0.28003600360036002,61.4790198802948
0.2,40,4,0.5,2,0.9,random,100,100,36,-0.41583666775365491,1,40,-0.29820582058205825,55.75979995727539
0.2,40,4,0.5,2,0.9,fixed,100,100,36,-0.51096810064190901,3,38,-0.32739273927392737,55.096688985824585
0.2,40,4,0.5,2,1.0,random,100,100,40,-0.42454775508526921,1,40,-0.21833783378337834,56.343273878097534
0.2,40,4,0.5,2,1.0,fixed,100,100,40,-0.4435091464419797,1,40,-0.16774077407740776,71.19402503967285
0.2,40,4,0.5,3,0.3,random,100,100,12,-0.48939263426138357,76,28,-0.23930393039303932,25.736196041107178
0.2,40,4,0.5,3,0.3,fixed,100,100,12,-0.3542725951162376,9,23,-0.085880588058805871,37.65546417236328
0.2,40,4,0.5,3,0.4,random,100,100,16,-0.5787927899672306,1,35,-0.17384938493849386,55.58708906173706
0.2,40,4,0.5,3,0.4,fixed,100,100,16,-0.57076734241104432,7,29,-0.22748274827482751,46.34321689605713
0.2,40,4,0.5,3,0.5,random,100,100,20,-0.48029246798819336,4,32,-0.17450945094509451,66.8839898109436
0.2,40,4,0.5,3,0.5,fixed,100,100,20,-0.55334640415719483,1,38,-0.16406840684068408,55.83705687522888
0.2,40,4,0.5,3,0.6,random,100,100,24,-0.47812691600204732,1,33,-0.31144314431443143,62.46361684799194
0.2,40,4,0.5,3,0.6,fixed,100,100,24,-0.54160601345422887,1,34,-0.23215121512151218,61.86364388465881
0.2,40,4,0.5,3,0.7,random,100,100,28,-0.61495704574489429,1,40,-0.095409540954095401,69.29684591293335
0.2,40,4,0.5,3,0.7,fixed,100,100,28,-0.45425625009839815,1,33,-0.21677767776777682,63.856956005096436
0.2,40,4,0.5,3,0.8,random,100,100,32,-0.4475553389545594,1,37,-0.25962196219621964,67.8315269947052
0.2,40,4,0.5,3,0.8,fixed,100,100,32,-0.50772226999929548,1,40,-0.2917851785178518,74.70947599411011
0.2,40,4,0.5,3,0.9,random,100,100,36,-0.31065763946649622,1,40,-0.20267626762676266,75.99426412582397
0.2,40,4,0.5,3,0.9,fixed,100,100,36,-0.38625589773057656,1,40,-0.24922892289228923,79.10713911056519
0.2,40,4,0.5,3,1.0,random,100,100,40,-0.473696751232424,1,40,-0.35553555355535554,84.54297614097595
0.2,40,4,0.5,3,1.0,fixed,100,100,40,-0.48057717973297454,1,40,-0.23475547554755474,82.4330461025238
0.2,40,4,0.5,4,0.3,random,100,100,12,-0.39337092699623971,1,26,-0.25584158415841585,45.968353033065796
0.2,40,4,0.5,4,0.3,fixed,100,100,12,-0.28037503127819025,8,24,-0.28526852685268528,62.5530481338501
0.2,40,4,0.5,4,0.4,random,100,100,16,-0.56269471596384546,51,40,-0.1590999099909991,56.09123182296753
0.2,40,4,0.5,4,0.4,fixed,100,100,16,-0.43223568075032076,1,35,-0.11752775277527754,64.6683931350708
0.2,40,4,0.5,4,0.5,random,100,100,20,-0.51677094602801643,1,37,-0.18057005700570058,86.30845594406128
0.2,40,4,0.5,4,0.5,fixed,100,100,20,-0.5406185606399655,1,37,-0.21000900090009,79.99562001228333
0.2,40,4,0.5,4,0.6,random,100,100,24,-0.4945045087988752,1,40,-0.15755175517551753,78.17992496490479
0.2,40,4,0.5,4,0.6,fixed,100,100,24,-0.29228097160006733,1,39,-0.22076207620762076,87.17867302894592
0.2,40,4,0.5,4,0.7,random,100,100,28,-0.57465125938946326,1,40,-0.17203720372037204,81.5823380947113
0.2,40,4,0.5,4,0.7,fixed,100,100,28,-0.4243281145225492,1,40,-0.093069306930693069,116.03902912139893
0.2,40,4,0.5,4,0.8,random,100,100,32,-0.50175319524742912,1,40,-0.38151815181518151,125.37262296676636
0.2,40,4,0.5,4,0.8,fixed,100,100,32,-0.60461345305082637,1,40,-0.2294749474947495,101.9118127822876
0.2,40,4,0.5,4,0.9,random,100,100,36,-0.37929757662503238,1,40,-0.4294629462946295,105.65122580528259
0.2,40,4,0.5,4,0.9,fixed,100,100,36,-0.51802161545570402,1,40,-0.25164116411641163,108.2397198677063
0.2,40,4,0.5,4,1.0,random,100,100,40,-0.34932954498837931,1,40,-0.27732373237323737,112.96569418907166
0.2,40,4,0.5,4,1.0,fixed,100,100,40,-0.40176021464391476,1,40,-0.39589558955895587,109.77923893928528
0.2,45,4,0.5,1,0.3,random,100,100,14,-0.39342067831991406,45,14,-0.27737349502677344,12.807950019836426
0.2,45,4,0.5,1,0.3,fixed,100,100,14,-0.56127146235702052,43,14,-0.33707885421712031,12.570299863815308
0.2,45,4,0.5,1,0.4,random,100,100,18,-0.43233602623573869,31,18,-0.27595249708695208,17.17759394645691
0.2,45,4,0.5,1,0.4,fixed,100,100,18,-0.45152954025455672,42,18,-0.14885822555261463,17.48699402809143
0.2,45,4,0.5,1,0.5,random,100,100,23,-0.47288106263808777,43,23,-0.11497356689952205,23.368952989578247
0.2,45,4,0.5,1,0.5,fixed,100,100,23,-0.53160733092279178,38,23,-0.12936732483504024,23.37693500518799
0.2,45,4,0.5,1,0.6,random,100,100,27,-0.45542941036512141,39,27,-0.18003054314675435,28.512478828430176
0.2,45,4,0.5,1,0.6,fixed,100,100,27,-0.29734292720450284,59,27,-0.15139141002918685,28.96279287338257
0.2,45,4,0.5,1,0.7,random,100,100,31,-0.54029359781098218,32,31,-0.04298829882988299,32.391489028930664
0.2,45,4,0.5,1,0.7,fixed,100,100,31,-0.38449065047871234,44,31,-0.035721679333132077,33.7833468914032
0.2,45,4,0.5,1,0.8,random,100,100,36,-0.42201550213208294,40,36,-0.22785478547854784,38.3799569606781
0.2,45,4,0.5,1,0.8,fixed,100,100,36,-0.49164689462308619,22,36,-0.13066345833679674,39.230321168899536
0.2,45,4,0.5,1,0.9,random,100,100,41,-0.26820386998426587,72,41,-0.0084128412841284125,44.23863911628723
0.2,45,4,0.5,1,0.9,fixed,100,100,41,-0.25739541201771998,84,41,-0.11051905190519053,45.34494090080261
0.2,45,4,0.5,1,1.0,random,100,100,45,-0.46543057919767311,30,45,-0.085664566456645677,49.03339099884033
0.2,45,4,0.5,1,1.0,fixed,100,100,45,-0.30468179528145528,40,45,-0.19318989856042118,48.6576030254364
0.2,45,4,0.5,2,0.3,random,100,100,14,-0.64273303264774007,18,25,-0.34455052236157285,25.973015069961548
0.2,45,4,0.5,2,0.3,fixed,100,100,14,-0.42404148381703655,3,20,-0.20546054605460548,31.290753841400146
0.2,45,4,0.5,2,0.4,random,100,100,18,-0.49001741213313427,30,28,-0.31734773477347739,49.15362000465393
0.2,45,4,0.5,2,0.4,fixed,100,100,18,-0.52499181596202615,40,30,-0.34511851185118514,46.51249694824219
0.2,45,4,0.5,2,0.5,random,100,100,23,-0.44028583940880212,6,33,-0.065118511851185126,61.009795904159546
0.2,45,4,0.5,2,0.5,fixed,100,100,23,-0.56500473233481141,25,36,-0.077239723972397242,50.15378403663635
0.2,45,4,0.5,2,0.6,random,100,100,27,-0.52145945704675734,9,36,0.041752175217521753,68.95715093612671
0.2,45,4,0.5,2,0.6,fixed,100,100,27,-0.55966036701902733,6,35,-0.26759075907590762,44.58725690841675
0.2,45,4,0.5,2,0.7,random,100,100,31,-0.39256332986580539,5,37,-0.20854485448544854,62.37945008277893
0.2,45,4,0.5,2,0.7,fixed,100,100,31,-0.55294684030049912,1,39,-0.21682568256825685,47.630277156829834
0.2,45,4,0.5,2,0.8,random,100,100,36,-0.39991250740258077,8,45,-0.046036603660366042,69.41746497154236
0.2,45,4,0.5,2,0.8,fixed,100,100,36,-0.51142245518694229,1,42,-0.14682268226822684,71.9189760684967
0.2,45,4,0.5,2,0.9,random,100,100,41,-0.4837202807303016,1,45,-0.14006600660066007,63.75286889076233
0.2,45,4,0.5,2,0.9,fixed,100,100,41,-0.34638540445763366,1,45,-0.39584758475847581,69.51807188987732
0.2,45,4,0.5,2,1.0,random,100,100,45,-0.54151578849846937,1,45,-0.22060606060606061,73.22524285316467
0.2,45,4,0.5,2,1.0,fixed,100,100,45,-0.44149498170469365,1,45,-0.28010801080108011,81.79292511940002
0.2,45,4,0.5,3,0.3,random,100,100,14,-0.52383483259597374,4,21,-0.28837683768376837,40.12239193916321
0.2,45,4,0.5,3,0.3,fixed,100,100,14,-0.61522208085091901,2,25,-0.26459045904590461,47.22640800476074
0.2,45,4,0.5,3,0.4,random,100,100,18,-0.66858236793136139,1,32,-0.12146414641464148,44.62630796432495
0.2,45,4,0.5,3,0.4,fixed,100,100,18,-0.38961736404974223,1,32,-0.23823582358235823,48.57429003715515
0.2,45,4,0.5,3,0.5,random,100,100,23,-0.54822446278326931,2,41,-0.34893489348934897,62.59376311302185
0.2,45,4,0.5,3,0.5,fixed,100,100,23,-0.50997270303885567,3,39,-0.11745574557455746,69.95889186859131
0.2,45,4,0.5,3,0.6,random,100,100,27,-0.43272595659758095,1,45,-0.15575157515751575,77.69695901870728
0.2,45,4,0.5,3,0.6,fixed,100,100,27,-0.41856972549127386,1,43,0.085040504050405044,69.64460587501526
0.2,45,4,0.5,3,0.7,random,100,100,31,-0.4441790068813396,1,45,-0.28356435643564354,80.3458788394928
0.2,45,4,0.5,3,0.7,fixed,100,100,31,-0.54382522111323794,1,39,-0.34257425742574255,77.70339107513428
0.2,45,4,0.5,3,0.8,random,100,100,36,-0.62620577998157534,1,45,-0.28498049804980496,98.57233214378357
0.2,45,4,0.5,3,0.8,fixed,100,100,36,-0.45865119688177669,1,44,-0.17712571257125714,94.06594395637512
0.2,45,4,0.5,3,0.9,random,100,100,41,-0.3347184879759208,1,45,-0.13750975097509752,100.0571038722992
0.2,45,4,0.5,3,0.9,fixed,100,100,41,-0.63035373142532902,1,45,-0.34071407140714077,100.25202417373657
0.2,45,4,0.5,3,1.0,random,100,100,45,-0.29355791989689189,1,45,-0.30029402940294031,107.75730800628662
0.2,45,4,0.5,3,1.0,fixed,100,100,45,-0.41132583008269152,1,45,-0.33436543654365442,105.63428711891174
0.2,45,4,0.5,4,0.3,random,100,100,14,-0.54324936046786365,1,32,-0.31012301230123013,76.02140808105469
0.2,45,4,0.5,4,0.3,fixed,100,100,14,-0.5845484874041873,3,29,-0.2765916591659166,71.61772894859314
0.2,45,4,0.5,4,0.4,random,100,100,18,-0.58526258686633215,1,33,-0.20684068406840686,71.24322199821472
0.2,45,4,0.5,4,0.4,fixed,100,100,18,-0.49951221534024698,1,31,-0.38786678667866786,67.76948499679565
0.2,45,4,0.5,4,0.5,random,100,100,23,-0.40695280266178496,1,43,-0.017521752175217523,79.96883296966553
0.2,45,4,0.5,4,0.5,fixed,100,100,23,-0.46952980415715417,1,42,-0.31996399639964002,93.20868587493896
0.2,45,4,0.5,4,0.6,random,100,100,27,-0.54723923523505791,1,42,-0.1741014101410141,97.07663702964783
0.2,45,4,0.5,4,0.6,fixed,100,100,27,-0.52956869031361986,1,41,-0.35711971197119713,90.51099801063538
0.2,45,4,0.5,4,0.7,random,100,100,31,-0.45776317315112247,1,45,-0.26073807380738079,108.4951479434967
0.2,45,4,0.5,4,0.7,fixed,100,100,31,-0.53515229582074419,1,45,-0.2103810381038104,117.432119846344
0.2,45,4,0.5,4,0.8,random,100,100,36,-0.38358530749206476,1,45,-0.31330333033303331,114.60822892189026
0.2,45,4,0.5,4,0.8,fixed,100,100,36,-0.44155551569142393,1,45,-0.32610861086108611,129.21252608299255
0.2,45,4,0.5,4,0.9,random,100,100,41,-0.51308376905015884,1,45,-0.48388838883888391,142.11360096931458
0.2,45,4,0.5,4,0.9,fixed,100,100,41,-0.30526775072608059,1,44,-0.41304530453045307,187.332937002182
0.2,45,4,0.5,4,1.0,random,100,100,45,-0.39787866185408727,1,45,-0.43901590159015907,144.02131390571594
